"iata","name","city","subd","country","lat","lon","iso"
"SXP","Nunam Iqua Airport","Nunam Iqua","Alaska","United States of America","62.52042","-164.84765","US"
"SYI","Bomar Field/Shelbyville Municipal Airport","Shelbyville","Tennessee","United States of America","35.6","-86.4","US"
"SYN","Stanton Airfield","Stanton","Minnesota","United States of America","44.47552","-93.01632","US"
"SYR","Syracuse Hancock International Airport","Syracuse","New York","United States of America","43.11119","-76.10631","US"
"SYV","Sylvester Airport","Sylvester","Georgia","United States of America","31.55715","-83.89404","US"
"SZL","Whiteman Afb Airport","Knob Noster","Missouri","United States of America","38.73031","-93.54786","US"
"SZP","Santa Paula Airport","Santa Paula","California","United States of America","34.34702","-119.06162","US"
"TBC","Tuba City Airport","Tuba City","Arizona","United States of America","36.09264","-111.38308","US"
"TAD","Perry Stokes Airport","Trinidad","Colorado","United States of America","37.25922","-104.34086","US"
"TBN","Waynesville-St Robert Regional Forney Field","Fort Leonard Wood","Missouri","United States of America","37.74164","-92.14072","US"
"TBR","Statesboro-Bulloch County Airport","Statesboro","Georgia","United States of America","32.48275","-81.73694","US"
"TCC","Tucumcari Municipal Airport","Tucumcari","New Mexico","United States of America","35.18278","-103.60319","US"
"TCL","Tuscaloosa Ntl Airport","Tuscaloosa","Alabama","United States of America","33.22063","-87.6114","US"
"TCM","Mcchord Field (Joint Base Lewis-Mcchord) Airport","Tacoma","Washington","United States of America","47.13768","-122.47647","US"
"TCS","Truth Or Consequences Municipal Airport","Truth Or Consequences","New Mexico","United States of America","33.23536","-107.26989","US"
"TDO","Ed Carlson Memorial Field/South Lewis County Airport","Toledo","Washington","United States of America","46.5","-122.8","US"
"TDW","Tradewind Airport","Amarillo","Texas","United States of America","35.16989","-101.82586","US"
"TDZ","Toledo Executive Airport","Toledo","Ohio","United States of America","41.6","-83.5","US"
"TEB","Teterboro Airport","Teterboro","New Jersey","United States of America","40.85011","-74.06083","US"
"TEX","Telluride Regional Airport","Telluride","Colorado","United States of America","37.95381","-107.90875","US"
"THA","Tullahoma Regional/Wm Northern Field","Tullahoma","Tennessee","United States of America","35.38013","-86.24678","US"
"THM","Thompson Falls Airport","Thompson Falls","Montana","United States of America","47.6","-115.3","US"
"THV","York Airport","York","Pennsylvania","United States of America","39.917","-76.87303","US"
"TIK","Tinker Afb Airport","Oklahoma City","Oklahoma","United States of America","35.41475","-97.38664","US"
"TIW","Tacoma Narrows Airport","Tacoma","Washington","United States of America","47.26794","-122.57811","US"
"TIX","Space Coast Regional Airport","Titusville","Florida","United States of America","28.51481","-80.79922","US"
"KNT","Kennett Memorial Airport","Kennett","Missouri","United States of America","36.22586","-90.03664","US"
"TLH","Tallahassee International Airport","Tallahassee","Florida","United States of America","30.39675","-84.35087","US"
"TLR","Mefford Field","Tulare","California","United States of America","36.15658","-119.32656","US"
"TMA","Henry Tift Myers Airport","Tifton","Georgia","United States of America","31.42956","-83.48922","US"
"TMB","Miami Executive Airport","Miami","Florida","United States of America","25.6","-80.4","US"
"OTK","Tillamook Airport","Tillamook","Oregon","United States of America","45.41825","-123.81439","US"
"ASQ","Austin Airport","Austin","Nevada","United States of America","39.46794","-117.19745","US"
"TNP","Twentynine Palms Airport","Twentynine Palms","California","United States of America","34.13158","-115.94581","US"
"TNT","Dade-Collier Training And Transition Airport","Miami","Florida","United States of America","25.86181","-80.897","US"
"TNU","Newton Municipal-Earl Johnson Field","Newton","Iowa","United States of America","41.67443","-93.02173","US"
"XSD","Tonopah Test Range","Tonopah","Nevada","United States of America","37.8","-116.8","US"
"TOA","Zamperini Field","Torrance","California","United States of America","33.80338","-118.33961","US"
"TOC","Toccoa Rg Letourneau Field","Toccoa","Georgia","United States of America","34.59281","-83.29637","US"
"TOI","Troy Municipal At N Kenneth Campbell Field","Troy","Alabama","United States of America","31.86","-86.01389","US"
"TOL","Eugene F Kranz Toledo Express Airport","Toledo","Ohio","United States of America","41.58682","-83.80783","US"
"TOP","Philip Billard Municipal Airport","Topeka","Kansas","United States of America","39.06882","-95.62238","US"
"TOR","Torrington Municipal Airport","Torrington","Wyoming","United States of America","42.06442","-104.15268","US"
"TPA","Tampa International Airport","Tampa","Florida","United States of America","27.97547","-82.53325","US"
"TPF","Peter O Knight Airport","Tampa","Florida","United States of America","27.91544","-82.44939","US"
"TPH","Tonopah Airport","Tonopah","Nevada","United States of America","38.05989","-117.0866","US"
"TPL","Draughon-Miller Central Texas Regional Airport","Temple","Texas","United States of America","31.1519","-97.40766","US"
"PTA","Port Alsworth Airport","Port Alsworth","Alaska","United States of America","60.20433","-154.31887","US"
"TRI","Tri-Cities Airport","Bristol/Johnson/Kingsport","Tennessee","United States of America","36.47521","-82.40742","US"
"TKF","Truckee-Tahoe Airport","Truckee","California","United States of America","39.32006","-120.13958","US"
"TRL","Terrell Municipal Airport","Terrell","Texas","United States of America","32.70849","-96.26709","US"
"TRM","Jacqueline Cochran Regional Airport","Palm Springs","California","United States of America","33.62667","-116.15965","US"
"TRX","Trenton Municipal Airport","Trenton","Missouri","United States of America","40.08353","-93.59064","US"
"TSG","Tanacross Airport","Tanacross","Alaska","United States of America","63.37406","-143.32899","US"
"TSP","Tehachapi Municipal Airport","Tehachapi","California","United States of America","35.13499","-118.4393","US"
"TTD","Portland-Troutdale Airport","Portland","Oregon","United States of America","45.54936","-122.40125","US"
"TTN","Trenton Mercer Airport","Trenton","New Jersey","United States of America","40.27669","-74.81347","US"
"TUL","Tulsa International Airport","Tulsa","Oklahoma","United States of America","36.19839","-95.88811","US"
"TUP","Tupelo Regional Airport","Tupelo","Mississippi","United States of America","34.269","-88.76989","US"
"TUS","Tucson International Airport","Tucson","Arizona","United States of America","32.11607","-110.94101","US"
"TVC","Cherry Capital Airport","Traverse City","Michigan","United States of America","44.74158","-85.58187","US"
"TVF","Thief River Falls Regional Airport","Thief River Falls","Minnesota","United States of America","48.06568","-96.185","US"
"TVI","Thomasville Regional Airport","Thomasville","Georgia","United States of America","30.90147","-83.88144","US"
"TVL","Lake Tahoe Airport","South Lake Tahoe","California","United States of America","38.89389","-119.99533","US"
"TWF","Joslin Field/Magic Valley Regional Airport","Twin Falls","Idaho","United States of America","42.48181","-114.48774","US"
"NIR","Chase Field Industrial Airport","Beeville","Texas","United States of America","28.36244","-97.66192","US"
"TXK","Texarkana Regional-Webb Field","Texarkana","Arkansas","United States of America","33.5","-94.0","US"
"TYE","Tyonek Airport","Tyonek","Alaska","United States of America","61.07666","-151.13807","US"
"TYZ","Taylor Airport","Taylor","Arizona","United States of America","34.45273","-110.11504","US"
"TYR","Tyler Pounds Regional Airport","Tyler","Texas","United States of America","32.35355","-95.40298","US"
"TYS","Mc Ghee Tyson Airport","Knoxville","Tennessee","United States of America","35.81109","-83.99407","US"
"BFG","Bullfrog Basin Airport","Glen Canyon Natl Rec Area","Utah","United States of America","37.54582","-110.7132","US"
"NPH","Nephi Municipal Airport","Nephi","Utah","United States of America","39.73658","-111.87006","US"
"RVR","Green River Municipal Airport","Green River","Utah","United States of America","38.96169","-110.22729","US"
"DBS","Dubois Municipal Airport","Dubois","Idaho","United States of America","44.16236","-112.22067","US"
"PNU","Panguitch Municipal Airport","Panguitch","Utah","United States of America","37.84522","-112.39194","US"
"MXC","Monticello Airport","Monticello","Utah","United States of America","37.93243","-109.34122","US"
"ICS","Cascade Airport","Cascade","Idaho","United States of America","44.49233","-116.01478","US"
"UBS","Columbus-Lowndes County Airport","Columbus","Mississippi","United States of America","33.46533","-88.38075","US"
"UCY","Everett-Stewart Regional Airport","Union City","Tennessee","United States of America","36.37974","-88.9857","US"
"UDD","Bermuda Dunes Airport","Palm Springs","California","United States of America","33.74844","-116.27481","US"
"UES","Waukesha County Airport","Waukesha","Wisconsin","United States of America","43.04103","-88.23706","US"
"UGB","Ugashik Bay Airport","Pilot Point","Alaska","United States of America","57.42536","-157.73987","US"
"UGN","Waukegan Ntl Airport","Chicago/Waukegan","Illinois","United States of America","42.42215","-87.86792","US"
"UIL","Quillayute Airport","Quillayute","Washington","United States of America","47.93658","-124.56262","US"
"UIN","Quincy Regional-Baldwin Field","Quincy","Illinois","United States of America","39.94302","-91.19446","US"
"IKB","Wilkes County Airport","North Wilkesboro","North Carolina","United States of America","36.2236","-81.09861","US"
"UKI","Ukiah Municipal Airport","Ukiah","California","United States of America","39.12594","-123.20086","US"
"UKT","Quakertown Airport","Quakertown","Pennsylvania","United States of America","40.43514","-75.38194","US"
"ULM","New Ulm Municipal Airport","New Ulm","Minnesota","United States of America","44.31839","-94.50164","US"
"ATO","Ohio University Airport","Athens/Albany","Ohio","United States of America","39.21189","-82.22926","US"
"UNU","Dodge County Airport","Juneau","Wisconsin","United States of America","43.42647","-88.70386","US"
"SCE","State College Regional Airport","State College","Pennsylvania","United States of America","40.9","-77.8","US"
"UOS","Franklin County Airport","Sewanee","Tennessee","United States of America","35.20515","-85.89815","US"
"UOX","University-Oxford Airport","Oxford","Mississippi","United States of America","34.38433","-89.53681","US"
"UTM","Tunica Municipal Airport","Tunica","Mississippi","United States of America","34.68506","-90.34778","US"
"HTV","Huntsville Municipal Airport","Huntsville","Texas","United States of America","30.74689","-95.58717","US"
"NPT","Newport State Airport","Newport","Rhode Island","United States of America","41.53244","-71.28154","US"
"UVA","Garner Field","Uvalde","Texas","United States of America","29.21133","-99.74358","US"
"RKH","Rock Hill/York County/Bryant Field","Rock Hill","South Carolina","United States of America","34.98783","-81.05717","US"
"VAD","Moody Afb Airport","Valdosta","Georgia","United States of America","30.9687","-83.19296","US"
"LLY","South Jersey Regional Airport","Mount Holly","New Jersey","United States of America","39.94289","-74.84575","US"
"VBG","Vandenberg Space Force Base Airport","Lompoc","California","United States of America","34.73734","-120.58431","US"
"VCT","Victoria Regional Airport","Victoria","Texas","United States of America","28.85421","-96.91873","US"
"VCV","Southern California Logistics Airport","Victorville","California","United States of America","34.6","-117.4","US"
"VDI","Vidalia Regional Airport","Vidalia","Georgia","United States of America","32.19272","-82.37117","US"
"VEL","Vernal Regional Airport","Vernal","Utah","United States of America","40.43608","-109.51142","US"
"VGT","North Las Vegas Airport","Las Vegas","Nevada","United States of America","36.2107","-115.19444","US"
"VHN","Culberson County Airport","Van Horn","Texas","United States of America","31.05783","-104.78381","US"
"VIH","Rolla Ntl Airport","Rolla/Vichy","Missouri","United States of America","38.12743","-91.76951","US"
"VIS","Visalia Municipal Airport","Visalia","California","United States of America","36.3","-119.4","US"
"VJI","Virginia Highlands Airport","Abingdon","Virginia","United States of America","36.6871","-82.03333","US"
"VKS","Vicksburg Municipal Airport","Vicksburg","Mississippi","United States of America","32.2","-90.9","US"
"VLA","Vandalia Municipal Airport","Vandalia","Illinois","United States of America","38.99147","-89.16619","US"
"VLD","Valdosta Regional Airport","Valdosta","Georgia","United States of America","30.78137","-83.27622","US"
"VNC","Venice Municipal Airport","Venice","Florida","United States of America","27.07127","-82.44003","US"
"VNY","Van Nuys Airport","Van Nuys","California","United States of America","34.20981","-118.48997","US"
"VOK","Volk Field","Camp Douglas","Wisconsin","United States of America","43.93924","-90.25316","US"
"VPS","Eglin Afb/Destin-Ft Walton Beach Airport","Valparaiso/Destin-Ft Walton Beach","Florida","United States of America","30.48322","-86.52604","US"
"VPZ","Porter County Regional Airport","Valparaiso","Indiana","United States of America","41.45397","-87.00708","US"
"VQQ","Cecil Airport","Jacksonville","Florida","United States of America","30.21878","-81.87717","US"
"VRB","Vero Beach Regional Airport","Vero Beach","Florida","United States of America","27.7","-80.4","US"
"VSF","Hartness State (Springfield) Airport","Springfield","Vermont","United States of America","43.34372","-72.51728","US"
"VTN","Miller Field","Valentine","Nebraska","United States of America","42.85669","-100.54897","US"
"VYS","Illinois Valley Regional-Walter A Duncan Field","Peru","Illinois","United States of America","41.35014","-89.15294","US"
"GTY","Gettysburg Regional Airport","Gettysburg","Pennsylvania","United States of America","39.84131","-77.27464","US"
"SQV","Sequim Valley Airport","Sequim","Washington","United States of America","48.09792","-123.18792","US"
"WAL","Wallops Flight Facility Airport","Wallops Island","Virginia","United States of America","37.94019","-75.46639","US"
"WAY","Greene County Airport","Waynesburg","Pennsylvania","United States of America","39.90114","-80.13069","US"
"WBB","Stebbins Airport","Stebbins","Alaska","United States of America","63.51597","-162.278","US"
"WBW","Wilkes-Barre Wyoming Valley Airport","Wilkes-Barre","Pennsylvania","United States of America","41.29731","-75.85224","US"
"WDG","Enid Woodring Regional Airport","Enid","Oklahoma","United States of America","36.37594","-97.78942","US"
"WDR","Barrow County Airport","Winder","Georgia","United States of America","33.98269","-83.66722","US"
"WEA","Parker County Airport","Weatherford","Texas","United States of America","32.74629","-97.68245","US"
"WHP","Whiteman Airport","Los Angeles","California","United States of America","34.25933","-118.41343","US"
"WJF","General Wm J Fox Airfield","Lancaster","California","United States of America","34.74106","-118.21864","US"
"WLD","Strother Field","Winfield/Arkansas City","Kansas","United States of America","37.16861","-97.03753","US"
"WLW","Willows/Glenn County Airport","Willows","California","United States of America","39.51576","-122.21728","US"
"WMC","Winnemucca Municipal Airport","Winnemucca","Nevada","United States of America","40.89661","-117.80589","US"
"WRB","Robins Afb Airport","Warner Robins","Georgia","United States of America","32.64017","-83.59192","US"
"WRI","Mc Guire Field (Joint Base Mc Guire Dix Lakehurst) Airport","Wrightstown","New Jersey","United States of America","40.01558","-74.5917","US"
"WRL","Worland Municipal Airport","Worland","Wyoming","United States of America","43.96289","-107.95053","US"
"WSM","Wiseman Airport","Wiseman","Alaska","United States of America","67.40511","-150.12088","US"
"WST","Westerly State Airport","Westerly","Rhode Island","United States of America","41.34963","-71.80342","US"
"WVI","Watsonville Municipal Airport","Watsonville","California","United States of America","36.93573","-121.78964","US"
"WVL","Waterville Robert Lafleur Airport","Waterville","Maine","United States of America","44.53325","-69.67553","US"
"WWD","Cape May County Airport","Wildwood","New Jersey","United States of America","39.00837","-74.90851","US"
"WWR","West Woodward Airport","Woodward","Oklahoma","United States of America","36.438","-99.52267","US"
"WYS","Yellowstone Airport","West Yellowstone","Montana","United States of America","44.68839","-111.11764","US"
"KYO","Tampa North Aero Park Airport","Tampa","Florida","United States of America","28.22128","-82.37456","US"
"HUC","Dr Hermenegildo Ortiz Quinones Airport","Humacao","Puerto Rico","United States of America","18.13807","-65.80071","US"
"XNA","Northwest Arkansas Ntl Airport","Fayetteville/Springdale/Rogers","Arkansas","United States of America","36.28158","-94.30777","US"
"XWA","Williston Basin International Airport","Williston","North Dakota","United States of America","48.25978","-103.75056","US"
"UKN","Waukon Municipal Airport","Waukon","Iowa","United States of America","43.28048","-91.46953","US"
"WBK","West Branch Community Airport","West Branch","Michigan","United States of America","44.24482","-84.17981","US"
"YIP","Willow Run Airport","Detroit","Michigan","United States of America","42.2","-83.5","US"
"YKM","Yakima Air Trml/Mcallister Field","Yakima","Washington","United States of America","46.56817","-120.54406","US"
"YKN","Chan Gurney Municipal Airport","Yankton","South Dakota","United States of America","42.91668","-97.38593","US"
"YNG","Youngstown/Warren Regional Airport","Youngstown/Warren","Ohio","United States of America","41.26158","-80.68036","US"
"BCC","Bear Creek 3 Airport","Bear Creek","Alaska","United States of America","63.57161","-156.14405","US"
"KBC","Birch Creek Airport","Birch Creek","Alaska","United States of America","66.27447","-145.81819","US"
"CZC","Copper Center 2 Airport","Copper Center","Alaska","United States of America","61.94119","-145.29408","US"
"ZNC","Nyac Airport","Nyac","Alaska","United States of America","60.98103","-159.99392","US"
"ZPH","Zephyrhills Municipal Airport","Zephyrhills","Florida","United States of America","28.228","-82.156","US"
"ZZV","Zanesville Municipal Airport","Zanesville","Ohio","United States of America","39.94445","-81.89209","US"
"TIA","Tirana International Airport Mother Teresa","Tirana","","Albania","41.4147","19.7206","AL"
"BOJ","Burgas Airport","Burgas","Burgas","Bulgaria","42.5696","27.5152","BG"
"GOZ","Gorna Oryahovitsa Airport","Gorna Oryahovitsa","Veliko-Turnovo","Bulgaria","43.1514","25.7129","BG"
"HKV","Uzundzhovo Air Base","Haskovo","Khaskovo","Bulgaria","41.9764","25.5898","BG"
"JAM","Bezmer Air Base","Yambol","Burgas","Bulgaria","42.4549","26.3522","BG"
"PDV","Plovdiv International Airport","Plovdiv","Plovdiv","Bulgaria","42.0678","24.8508","BG"
"SOF","Sofia Airport","Sofia","Sofia-Capital","Bulgaria","42.69669","23.41144","BG"
"SLS","Silistra Polkovnik Lambrinovo Airfield","Silistra","Razgrad","Bulgaria","44.0552","27.1788","BG"
"SZR","Stara Zagora Airport","Stara Zagora","Khaskovo","Bulgaria","42.3767","25.6552","BG"
"TGV","Bukhovtsi Airfield","Targovishte","Razgrad","Bulgaria","43.3066","26.7009","BG"
"VAR","Varna Airport","Varna","Varna","Bulgaria","43.2321","27.8251","BG"
"ECN","Ercan International Airport","Nicosia","Nicosia","Cyprus","35.1547","33.4961","CY"
"LCA","Larnaca International Airport","Larnarca","Larnaka","Cyprus","34.8751","33.6249","CY"
"PFO","Paphos International Airport","Paphos","Pafos","Cyprus","34.718","32.4857","CY"
"AKT","RAF Akrotiri","","","Cyprus","34.5904","32.9879","CY"
"DBV","Dubrovnik Airport","Dubrovnik","Dubrovacko-Neretvanska","Croatia","42.5614","18.2682","HR"
"LSZ","Losinj Island Airport","Losinj","Primorsko-Goranska","Croatia","44.5658","14.3931","HR"
"OSI","Osijek Airport","Osijek","Osjecko-Baranjska","Croatia","45.4627","18.8102","HR"
"PUY","Pula Airport","Pula","Istria","Croatia","44.8935","13.9222","HR"
"RJK","Rijeka Airport","Rijeka","Primorsko-Goranska","Croatia","45.2169","14.5703","HR"
"BWK","Brac Airport","Brac Island","Split-Dalmatia","Croatia","43.2857","16.6797","HR"
"SPU","Split Airport","Split","Split-Dalmatia","Croatia","43.5389","16.298","HR"
"ZAG","Zagreb Airport","Zagreb","Zagrebacka","Croatia","45.7429","16.0688","HR"
"ZAD","Zemunik Airport","Zadar","Zadarska","Croatia","44.1083","15.3467","HR"
"ABC","Albacete-Los Llanos Airport","Albacete","Castilla-La Mancha","Spain","38.9485","-1.86352","ES"
"ALC","Alicante International Airport","Alicante","Comunidad Valenciana","Spain","38.2822","-0.55816","ES"
"LEI","Almeria International Airport","Almeria","Andalucía","Spain","36.8439","-2.3701","ES"
"OVD","Asturias Airport","Ranon","Principado de Asturias","Spain","43.5636","-6.03462","ES"
"ODB","Cordoba Airport","Cordoba","Andalucía","Spain","37.842","-4.84888","ES"
"BIO","Bilbao Airport","Bilbao","País Vasco","Spain","43.3011","-2.91061","ES"
"RGS","Burgos Airport","Burgos","Castilla y León","Spain","42.3576","-3.62076","ES"
"BCN","Barcelona International Airport","Barcelona","Cataluña","Spain","41.2971","2.07846","ES"
"BJZ","Badajoz Airport","Badajoz","Extremadura","Spain","38.8913","-6.82133","ES"
"CDT","Castellon de la Plana Airport","Castellón de la Plana","Castellón","Spain","40.21417","0.07333","ES"
"LCG","A Coruna Airport","Culleredo","Galicia","Spain","43.3021","-8.37726","ES"
"ILD","Lleida-Alguaire Airport","Lleida","Cataluña","Spain","41.72819","0.53502","ES"
"GRO","Girona Airport","Girona","Cataluña","Spain","41.901","2.76055","ES"
"GRX","Federico Garcia Lorca Airport","Granada","Andalucía","Spain","37.1887","-3.77736","ES"
"HSK","Huesca/Pirineos Airport","Monflorite/Alcala del Obispo","Aragón","Spain","42.0761","-0.31667","ES"
"IBZ","Ibiza Airport","Ibiza","Islas Baleares","Spain","38.8729","1.37312","ES"
"XRY","Jerez Airport","Jerez de la Forntera","Andalucía","Spain","36.7446","-6.06011","ES"
"MJV","San Javier Airport","San Javier","Región de Murcia","Spain","37.775","-0.81239","ES"
"LEN","Leon Airport","Leon","Castilla y León","Spain","42.589","-5.65556","ES"
"RJL","Logrono-Agoncillo Airport","Logrono","La Rioja","Spain","42.46095","-2.32224","ES"
"MAD","Madrid Barajas International Airport","Madrid","Comunidad de Madrid","Spain","40.4936","-3.56676","ES"
"AGP","Malaga Airport","Malaga","Andalucía","Spain","36.6749","-4.49911","ES"
"MAH","Menorca Airport","Menorca Island","Islas Baleares","Spain","39.8626","4.21865","ES"
"RMU","Región de Murcia International Airport","Corvera","Región de Murcia","Spain","37.803","-1.125","ES"
"OZP","Moron Air Base","Moron","Andalucía","Spain","37.1749","-5.61594","ES"
"PMI","Palma De Mallorca Airport","Palma De Mallorca","Islas Baleares","Spain","39.5517","2.73881","ES"
"PNA","Pamplona Airport","Pamplona","Comunidad Foral de Navarra","Spain","42.77","-1.64633","ES"
"REU","Reus Air Base","Reus","Cataluña","Spain","41.1474","1.16717","ES"
"ROZ","Rota Naval Station Airport","Rota","Andalucía","Spain","36.6452","-6.34946","ES"
"SLM","Salamanca Airport","Salamanca","Castilla y León","Spain","40.9521","-5.50199","ES"
"EAS","San Sebastian Airport","Hondarribia","País Vasco","Spain","43.3565","-1.79061","ES"
"SCQ","Santiago de Compostela Airport","Santiago de Compostela","Galicia","Spain","42.8963","-8.41514","ES"
"LEU","Aerodrom dels Pirineus-Alt Urgell Airport","Montferrer / Castellbo","Cataluña","Spain","42.3386","1.40917","ES"
"TEV","Teruel Airport","Teruel","Aragón","Spain","40.412","-1.2175","ES"
"TOJ","Torrejon Airport","Madrid","Comunidad de Madrid","Spain","40.4967","-3.44587","ES"
"VLC","Valencia Airport","Valencia","Comunidad Valenciana","Spain","39.4893","-0.48162","ES"
"VLL","Valladolid Airport","Valladolid","Castilla y León","Spain","41.7061","-4.85194","ES"
"VIT","Vitoria/Foronda Airport","Alava","País Vasco","Spain","42.8828","-2.72447","ES"
"VGO","Vigo Airport","Vigo","Galicia","Spain","42.2318","-8.62677","ES"
"SDR","Santander Airport","Santander","Cantabria","Spain","43.4271","-3.82001","ES"
"ZAZ","Zaragoza Air Base","Zaragoza","Aragón","Spain","41.6662","-1.04155","ES"
"SVQ","Sevilla Airport","Sevilla","Andalucía","Spain","37.418","-5.89311","ES"
"DPE","St Aubin Airport","Dieppe","Normandy","France","49.8825","1.08528","FR"
"CQF","Calais-Dunkerque Airport","Marck","Hauts-de-France","France","50.9621","1.95476","FR"
"BYF","Albert-Bray Airport","Albert/Bray","Hauts-de-France","France","49.9715","2.69766","FR"
"LTQ","Le Touquet-Cote d'Opale Airport","Le Touquet-Paris-Plage","Hauts-de-France","France","50.5174","1.62059","FR"
"AGF","Agen-La Garenne Airport","Agen/La Garenne","Nouvelle-Aquitaine","France","44.1747","0.59056","FR"
"BOD","Bordeaux-Merignac (BA 106) Airport","Bordeaux/Merignac","Nouvelle-Aquitaine","France","44.8283","-0.71556","FR"
"EGC","Bergerac-Roumaniere Airport","Bergerac/Roumaniere","Nouvelle-Aquitaine","France","44.8253","0.51861","FR"
"CNG","Cognac-Chateaubernard (BA 709) Air Base","Cognac/Chateaubernard","Nouvelle-Aquitaine","France","45.6583","-0.3175","FR"
"LRH","La Rochelle-Ile de Re Airport","La Rochelle/Ile de Re","Nouvelle-Aquitaine","France","46.1792","-1.19528","FR"
"PIS","Poitiers-Biard Airport","Poitiers/Biard","Nouvelle-Aquitaine","France","46.5877","0.30667","FR"
"MCU","Montlucon-Gueret Airport","Montlucon/Gueret","Nouvelle-Aquitaine","France","46.2226","2.36396","FR"
"LIG","Limoges Airport","Limoges/Bellegarde","Nouvelle-Aquitaine","France","45.8628","1.17944","FR"
"NIT","Niort-Souche Airport","Niort/Souche","Nouvelle-Aquitaine","France","46.3113","-0.4015","FR"
"TLS","Toulouse-Blagnac Airport","Toulouse/Blagnac","Occitanie","France","43.6291","1.36382","FR"
"PUF","Pau Pyrenees Airport","Pau/Pyrenees (Uzein)","Nouvelle-Aquitaine","France","43.38","-0.41861","FR"
"LDE","Tarbes-Lourdes-Pyrenees Airport","Tarbes/Lourdes/Pyrenees","Occitanie","France","43.1787","-0.00644","FR"
"ANG","Angouleme-Brie-Champniers Airport","Angouleme/Brie/Champniers","Nouvelle-Aquitaine","France","45.7292","0.22146","FR"
"PGX","Perigueux-Bassillac Airport","Perigueux/Bassillac","Nouvelle-Aquitaine","France","45.1981","0.81556","FR"
"BIQ","Biarritz-Anglet-Bayonne Airport","Biarritz/Anglet/Bayonne","Nouvelle-Aquitaine","France","43.4684","-1.52332","FR"
"ZAO","Cahors-Lalbenque Airport","Cahors/Lalbenque","Occitanie","France","44.3514","1.47528","FR"
"LBI","Albi-Le Sequestre Airport","Albi/Le Sequestre","Occitanie","France","43.9139","2.11306","FR"
"DCM","Castres-Mazamet Airport","Castres/Mazamet","Occitanie","France","43.5563","2.28918","FR"
"RDZ","Rodez-Marcillac Airport","Rodez/Marcillac","Occitanie","France","44.4079","2.48267","FR"
"RYN","Royan-Medis Airport","Royan/Medis","Nouvelle-Aquitaine","France","45.6281","-0.9725","FR"
"RCO","Rochefort-Saint-Agnant (BA 721) Airport","Rochefort/Saint-Agnant","Nouvelle-Aquitaine","France","45.8878","-0.98306","FR"
"IDY","Ile d'Yeu Airport","Ile d'Yeu","Pays-de-la-Loire","France","46.7186","-2.39111","FR"
"CMR","Colmar-Houssen Airport","Colmar/Houssen","Grand Est","France","48.1099","7.35901","FR"
"DLE","Dole-Tavaux Airport","Dole/Tavaux","Bourgogne-Franche-Comte","France","47.039","5.42725","FR"
"MVV","Megeve Airport","Verdun","Auvergne-Rhone-Alpes","France","45.8208","6.65222","FR"
"OBS","Aubenas-Ardeche Meridional Airport","Aubenas/Ardeche Meridional","Auvergne-Rhone-Alpes","France","44.5442","4.37219","FR"
"LPY","Le Puy-Loudes Airport","Le Puy/Loudes","Auvergne-Rhone-Alpes","France","45.0807","3.76289","FR"
"XBK","Bourg-Ceyzeriat Airport","Bourg/Ceyzeriat","Auvergne-Rhone-Alpes","France","46.2009","5.29203","FR"
"AHZ","L'alpe D'huez Airport","Bourg","Auvergne-Rhone-Alpes","France","45.0883","6.08472","FR"
"XMU","Moulins-Montbeugny Airport","Moulins/Montbeugny","Auvergne-Rhone-Alpes","France","46.5346","3.42372","FR"
"ETZ","Metz-Nancy-Lorraine Airport","Metz / Nancy","Grand Est","France","48.9821","6.25132","FR"
"ANE","Angers-Loire Airport","Angers/Marce","Pays-de-la-Loire","France","47.5603","-0.31222","FR"
"BIA","Bastia-Poretta Airport","Bastia/Poretta","Corsica","France","42.5527","9.48373","FR"
"CLY","Calvi-Sainte-Catherine Airport","Calvi/Sainte-Catherine","Corsica","France","42.5308","8.79319","FR"
"FSC","Figari Sud-Corse Airport","Figari Sud-Corse","Corsica","France","41.5006","9.09778","FR"
"AJA","Ajaccio-Napoleon Bonaparte Airport","Ajaccio/Napoleon Bonaparte","Corsica","France","41.9236","8.80292","FR"
"PRP","Propriano Airport","Propriano","Corsica","France","41.6606","8.88975","FR"
"SOZ","Solenzara (BA 126) Air Base","Solenzara","Corsica","France","41.9244","9.406","FR"
"MFX","Meribel Airport","Ajaccio","Auvergne-Rhone-Alpes","France","45.4069","6.58056","FR"
"AUF","Auxerre-Branches Airport","Auxerre/Branches","Bourgogne-Franche-Comte","France","47.8502","3.49711","FR"
"CMF","Chambery-Savoie Airport","Chambery/Aix-les-Bains","Auvergne-Rhone-Alpes","France","45.6381","5.88023","FR"
"CFE","Clermont-Ferrand Auvergne Airport","Clermont-Ferrand/Auvergne","Auvergne-Rhone-Alpes","France","45.7867","3.16917","FR"
"BOU","Bourges Airport","Bourges","Centre","France","47.0581","2.37028","FR"
"CVF","Courchevel Airport","Courcheval","Auvergne-Rhone-Alpes","France","45.3967","6.63472","FR"
"LYS","Lyon Saint-Exupery Airport","Lyon","Auvergne-Rhone-Alpes","France","45.7264","5.09083","FR"
"SYT","Saint-Yan Airport","Saint-Yan","Bourgogne-Franche-Comte","France","46.4125","4.01326","FR"
"RNE","Roanne-Renaison Airport","Roanne/Renaison","Auvergne-Rhone-Alpes","France","46.0583","4.00139","FR"
